Id,Prediction
153,5178168.781394908
154,5294123.686119849
155,5058783.010487244
156,5274864.54658124
157,4290410.965810639
158,3376805.145560522
159,4249581.232946591
160,3178092.6589052905
161,6391101.896171018
162,5383729.391288538
163,11344824.143423382
164,6865456.932963676
165,2709074.3305678284
166,4157304.868844341
167,3540099.5563834286
168,4048278.4309688606
169,4844450.307872188
170,3861490.0505685327
171,3632508.665261994
172,3674515.7703709463
173,7800189.17958061
174,7669343.76328153
175,2983623.7737793904
176,6059495.347398057
177,5010900.92152283
178,4703446.064791696
179,3659653.7825928926
180,4521372.138508276
181,3385336.0188601175
182,4963718.5141992215
183,4492548.519256542
184,4672195.31669457
185,3251231.6717085117
186,5327877.444659696
187,5008676.490552646
188,5658425.406080687
189,4810381.148589683
190,4343997.988124336
191,4659182.100695139
192,5286459.434411946
193,9829849.121825395
194,4017379.5073001916
195,10632376.120947396
196,4493664.933699305
197,2342053.512600887
198,3263577.7793411785
199,4937681.080024546
200,4625818.603411097
201,3035756.556684323
202,4666262.1636479935
203,7737202.564577611
204,5811693.116072491
205,7578739.547842932
206,6473481.438422855
207,4728329.072170905
208,3923606.740328317
209,3351867.0970108756
210,4762729.745554014
211,5796491.997423923
212,3195516.5216662223
213,3550725.553529033
214,8335494.373402397
215,2283918.0833585416
216,4677773.098682625
217,6537463.380786402
218,5147783.725094742
219,2539201.1161524374
220,5720128.121308474
221,4969592.585899941
222,5688196.834123244
223,5552982.161751502
224,5276625.5231086
225,7103936.223011068
226,3504636.7722927886
227,5910431.595712633
228,2779388.6927125
229,4695961.4048440885
230,4746130.291788699
231,7953417.809302833
232,9735225.955687022
233,4904149.819511986
234,3599803.5456808484
235,4505272.077577154
236,5007760.27641815
237,3483291.00629063
238,5683428.3653075835
239,4134753.135243097
240,4499057.828032032
241,4514592.396847466
242,3350141.016554819
243,4269570.678413849
244,4671988.731537073
245,5424499.751746687
246,5556988.121055414
247,4862869.9796986
248,4838736.324145584
249,5755806.820653847
250,2963431.2000688
251,6657394.087387625
252,6360773.901734721
253,4020230.1833309596
254,5548314.777303952
255,2875929.957955047
256,3810809.345021306
257,5804653.452558263
258,4620413.146913877
259,4605687.627368617
260,4015392.588041968
261,9643803.97583737
262,4671623.269196397
263,4775744.589285994
264,2255242.2580807637
265,5484385.111222505
266,5477444.199062932
267,6427714.344444359
268,4182894.1378325387
269,3463596.630403784
270,4303176.031901892
271,3282724.0219467785
272,4692080.179287557
273,4464493.731761897
274,3767037.301529864
275,4419931.894524484
276,6161091.268601676
277,4207975.203147438
278,4681517.450217117
279,5001895.766783648
280,4702248.370633785
281,3717831.962139801
282,3720249.2822599267
283,4460729.187521716
284,3936535.830370917
285,4360751.167541275
286,4624434.038197281
287,4773727.708896016
288,6309407.169987208
289,3956931.9781279834
290,4045668.988444199
291,4601353.966573011
292,3645644.072999093
293,5367425.292845029
294,5358088.520011737
295,5097145.865926164
296,8606773.515691722
297,6069985.960596624
298,5670800.433131622
299,5177395.719169473
300,4092836.212897738
301,5418256.321154894
302,8665424.647814227
303,6320911.628143028
304,4607932.624356355
305,4792285.966187177
306,3567292.5433878456
307,6635690.993946614
308,2179637.106260035
309,3547662.787855191
310,4454701.9136555195
311,4781836.590268102
312,2734828.457355632
313,4921150.858032594
314,3645162.6038809763
315,3205009.5429974287
316,2386758.2600705666
317,7381894.50490079
318,6304614.072586608
319,3165542.0893472238
320,3426333.296539202
321,3631013.2781372545
322,4457358.335646144
323,9673023.31826944
324,4848478.589972315
325,3838515.5230930867
326,6625789.670318146
327,4501657.27658431
328,4916107.46888428
329,6105910.996806375
330,9089961.163419914
331,7781271.3621070655
332,6989838.293089007
333,7079271.040545317
334,5353534.176280255
335,4978101.50050125
336,4044617.794385444
337,4825320.205994084
338,3336365.9651687597
339,3616464.114594376
340,4169653.85472632
341,3759502.1903472957
342,7223597.583260356
343,4286178.857502377
344,7073275.599667418
345,3588926.3960617394
346,2840354.7743606665
347,6356335.212233026
348,3048465.8206769372
349,5139934.707914894
350,4576491.032072132
351,5713991.5681113545
352,5265873.139628281
353,3796621.3930629767
354,4091950.5517072473
355,4312563.70825433
356,3651251.8083328963
357,3544789.9216708033
358,6026894.197423924
359,4967409.528890699
360,5140407.770733108
361,6716656.832891666
362,5291852.754618489
363,5964021.576578658
364,12213060.875643568
365,3494609.4002164504
366,4303751.918823326
367,5907709.037617555
368,5609970.389391308
369,5452752.97778991
370,4691243.02467827
371,4715026.994429282
372,7140911.870947221
373,8711245.919884844
374,2669131.242547826
375,3648347.084054619
376,4920948.215471701
377,3835564.9947245563
378,4489358.914616134
379,4426309.416164314
380,6216076.474119181
381,3179504.6713035433
382,3206278.540368413
383,4746324.422817352
384,3529284.85821662
385,5665883.283500169
386,3705968.362638494
387,5152119.727714579
388,3969239.017358233
389,4914771.735539063
390,5466467.22614914
391,3236039.2743012756
392,3087295.7284662607
393,5755353.916742487
394,4998121.991007927
395,2782675.4049006402
396,5297767.232968521
397,5030745.155598297
398,7452144.857516209
399,4759283.448786006
400,5261937.982693923
401,3497359.021287927
402,3566834.1230184617
403,5590130.036386822
404,3523489.551462101
405,4478020.452804865
406,4543522.051591473
407,4046275.047377246
408,2409110.8165134555
409,3500022.7249694923
410,3933721.7244864614
411,3935490.535946575
412,6012548.036365437
413,5928070.288659705
414,4957426.3154139845
415,3640790.3803306306
416,6285766.960509868
417,2761023.9939302155
418,4611946.956472355
419,2254220.29503715
420,4110218.127248084
421,4282436.837863258
422,7576182.106366324
423,3228692.217858597
424,4923125.666512074
425,3974968.879102804
426,5141011.544865319
427,3677641.062898525
428,3995864.9417083743
429,3167970.677007684
430,5262708.395792159
431,5019888.749703209
432,2734648.162085668
433,3863430.452445499
434,2792568.247417584
435,4884329.048831333
436,4039850.9965804913
437,3326034.114844389
438,3046766.028544973
439,6856123.794912994
440,4829053.673930057
441,5501516.692676213
442,6486792.483676266
443,6274806.153541675
444,4630511.713482938
445,10078153.870843377
446,5595120.381720779
447,4946533.694892368
448,5476922.384461055
449,10613877.869032357
450,5479581.562354827
451,5354089.822449176
452,3466319.347240038
453,4555196.633586864
454,4466052.8060477795
455,5306165.819671058
456,3035627.512422969
457,4654165.047846107
458,4716715.202924985
459,3265545.0407992103
460,4505093.481587216
461,4202819.523137834
462,5299207.704629436
463,3355427.3146716463
464,4466877.191033212
465,4651035.0209040325
466,5617110.292616593
467,3226047.204969479
468,4203542.118776389
469,5583164.220821122
470,4290475.417720482
471,6085164.701430276
472,4332445.244600084
473,4627786.361005785
474,5665715.15983611
475,5630729.367078805
476,4663670.128790227
477,4970978.596912816
478,4664893.942765443
479,5945810.970098512
480,3434446.95690261
481,10874764.696686296
482,3347369.800004513
483,5161238.525229439
484,4953975.293398165
485,2559260.1419710163
486,3584510.9133298225
487,9935798.054539923
488,4432904.911747233
489,3619265.004642622
490,4432988.722084968
491,3362987.4980359683
492,4884329.048831333
493,4755291.322402148
494,4431200.348801583
495,5491254.273783066
496,4916609.039751285
497,5837804.37035025
498,3950013.030146798
499,5770380.970212932
500,4320284.327723643
501,2492689.1222276995
502,4182449.409046965
503,4951416.6315276595
504,3153369.019276916
505,3663832.8364679087
506,3411563.5829608114
507,4680007.702604615
508,3644707.0025043325
509,4554283.648018857
510,4653938.587297917
511,4792518.271291867
512,2799231.1381815737
513,8146398.455995954
514,4240154.121432325
515,2451973.94207409
516,4625917.804809762
517,5602279.519280413
518,4529428.1570288
519,4636662.381114619
520,3712075.0717086834
521,7558261.948951045
522,4710850.152991061
523,4443494.318083771
524,3509887.315635841
525,4433600.146449488
526,8774073.779166667
527,4326358.535790353
528,6352442.652956987
529,4569757.769976497
530,5496091.3865259085
531,3806322.156754631
532,4656969.5184202045
533,3582781.490753247
534,4749837.071009963
535,6484452.84272208
536,5193721.066358579
537,3522142.8327822005
538,5567521.384831424
539,7033576.775361727
540,5144213.650184961
541,2777865.8891697153
542,3972282.3934405623
543,4942953.1680830065
544,4158007.3207192877
545,3481926.2474651705
546,3533287.4052803093
547,5263963.759095218
548,3441210.6919277017
549,4582219.141949489
550,4917628.03344333
551,5109650.839357903
552,4485728.605285634
553,4657349.198622111
554,4597685.101242631
555,6128131.487387063
556,3358417.1891803253
557,5088616.676676377
558,4822205.207392672
559,3215315.19527287
560,6163856.398117165
561,5100486.082271163
562,3060636.2732952954
563,4584284.494062941
564,2779447.173491619
565,5031321.831937477
566,3563800.9929513624
567,6063818.071557522
568,5137180.398127046
569,3458560.166131237
570,10166322.588369964
571,4971072.893757373
572,4713621.166142161
573,4511154.934796872
574,5061950.524306384
575,3777268.924433705
576,11764729.759208567
577,3696972.0464157024
578,4380555.771622593
579,4343602.934424377
580,3281533.8884282606
581,4702606.953080585
582,5020192.876134911
583,4302769.400015561
584,4913531.657125238
585,7695235.233466501
586,5308432.426052415
587,4493869.773108954
588,7011373.287462861
589,4553005.868769213
590,3061298.60490278
591,3571213.641041396
592,4895458.689446255
593,3062756.6153107504
594,4475842.719863339
595,5212967.791169374
596,3806170.3866413706
597,3367200.073842081
598,4088920.3846405027
599,6624411.412864179
600,5828064.190802562
601,4807578.370295439
602,5673264.82894509
603,2280051.6604213095
604,2811688.6014698977
605,3442277.6903464794
606,2822860.0590102714
607,5212967.791169374
608,3304844.764801143
609,6169276.388839838
610,6672665.700902807
611,2389231.3171351976
612,5521903.695436531
613,6393448.3718032325
614,5296903.864103249
615,3332392.243861416
616,6542343.940121823
617,4870131.520939918
618,7003480.829430084
619,4538736.468476054
620,4627786.361005785
621,13752838.141068377
622,4080363.5054311967
623,3754236.9301634375
624,3114061.619530714
625,5343886.471843087
626,4676176.210381253
627,4336261.129036011
628,3537096.2976226527
629,3854350.0095393714
630,6096176.34452051
631,7054526.187237901
632,5060685.814830818
633,5048601.996237753
634,3076474.625121382
635,3736606.9396883105
636,7542539.056223227
637,3753579.4670974384
638,3908999.192242814
639,5533115.6296401275
640,4649831.792414109
641,4915065.413171168
642,3380330.001874102
643,4791868.680252699
644,4945966.327865428
645,3303957.791305905
646,6176019.573125029
647,5252768.1616079705
648,3691201.1699735452
649,3313109.0484063695
650,3284619.7209291216
651,4549060.442061604
652,5886393.157469229
653,4277373.919089339
654,3558132.902006597
655,5099922.693204898
656,4528613.5855341125
657,4002951.871898094
658,5859851.34674048
659,3974774.120533892
660,7135844.829652786
661,5605426.452436669
662,5506059.830124465
663,4931223.269632437
664,3882987.264079987
665,3565929.9623148064
666,5232090.142804406
667,3546835.7021599533
668,4500596.930712684
669,6428657.07309919
670,6841983.219721013
671,7483438.171011115
672,2675501.310370313
673,4993768.219207797
674,4791445.347480475
675,2444060.4344377355
676,3272735.07877204
677,3140829.765930348
678,4469440.549483124
679,4994056.533591313
680,3142073.083810607
681,4564427.010594321
682,3687941.2203656137
683,4421943.508431017
684,3706090.0052873166
685,4405718.683200033
686,3690782.192666151
687,3751819.5468514394
688,4064166.7022667946
689,4104205.7050459012
690,4401063.275704955
691,3692851.343385065
692,2943911.5965652694
693,3871856.8983601434
694,3851058.6183860446
695,3391090.8852640735
696,5449399.207554996
697,5307521.707403434
698,4577296.875704003
699,2913175.9175789207
700,5488782.743557245
701,7351621.321592151
702,4958301.775697429
703,4980612.01352995
704,5357036.503557244
705,7918723.9051118
706,6209096.194665757
707,4690595.063898488
708,4586963.091415946
709,3539548.44216995
710,5417151.147387878
711,7620318.258243667
712,4725630.00251636
713,3271439.4125393936
714,3570565.7994767255
715,4086302.7837467194
716,3261717.8936268147
717,3705915.332855568
718,5651577.234799147
719,5184967.993666799
720,7591919.992160671
721,9483470.072265796
722,4305840.037373425
723,3484080.8997635487
724,4929834.11602877
725,5173155.85597305
726,2604156.440596882
727,4756337.481058251
728,4399147.565293228
729,2795309.975775339
730,3499504.4598024576
731,5194030.038618669
732,3073616.4351467523
733,10581819.389322214
734,3820222.491481482
735,4488299.981946799
736,3180097.8297402593
737,4100496.1902544308
738,3033912.333655216
739,3328388.7185366047
740,3939061.330341174
741,3666495.9901824435
742,4643557.96629358
743,4426309.416164314
744,6265189.8273511985
745,5593198.063384102
746,3606091.2719188994
747,4804167.067362997
748,4708722.16098591
749,5191238.947275683
750,5579392.681720779
751,4386928.393937541
752,4567001.8883180935
753,2231389.6846938455
754,3312616.068548092
755,4314641.537566214
756,3583120.730637309
757,4884802.618063529
758,3425314.157054693
759,5192276.236797971
760,4193638.235707957
761,5591232.741498089
762,2973841.5957298474
763,4155851.1164176026
764,4742360.143527446
765,6168293.635768385
766,4156429.7664439585
767,2414593.566148261
768,4657248.566968525
769,4904778.785808255
770,3680400.84276343
771,4069903.4596867207
772,5988402.200809882
773,3776527.7904309514
774,4040718.7571262526
775,4454701.9136555195
776,3401461.8736222223
777,3666132.392904717
778,4157351.207069186
779,3967767.0975230043
780,2669324.0422927886
781,3657367.8781077093
782,4539231.32798179
783,3076691.279380641
784,10153641.977469565
785,3274715.574120655
786,5098244.28361177
787,4607306.299480121
788,5491055.597502807
789,5373536.171431179
790,5532562.965191598
791,5379470.229050425
792,3748001.0587907736
793,2882211.7422972256
794,3500022.7249694923
795,4771858.09399041
796,3235064.7063600994
797,5002013.698342071
798,5390716.789105882
799,4885592.805994083
800,4849262.638350873
801,10749857.911820414
802,4332895.635030809
803,4312172.760918541
804,7239955.971056308
805,3601367.901006335
806,6132895.917912859
807,5030344.833190638
808,4761381.258194967
809,2537684.187261461
810,6001073.805909025
811,4382665.202419424
812,4285776.986004288
813,3933059.421329775
814,2739745.534926488
815,6557092.629025455
816,4752086.254750488
817,3358998.3311332506
818,3576929.3264818173
819,2635842.098604401
820,4408044.254053261
821,4610956.433089154
822,4758454.087240833
823,4525597.135210039
824,4428676.1223266935
825,5101580.912748546
826,5988075.300211351
827,2767487.35399043
828,5171772.399023082
829,3604961.9766041
830,5158773.876442073
831,5002228.201537886
832,9776145.74496578
833,5712714.850496878
834,4278985.12283318
835,4817001.13608346
836,2060353.7131328576
837,5779719.348724999
838,6861653.31763379
839,2117916.2990576546
840,3992041.3384553143
841,4524969.786798605
842,4710003.399323442
843,3782699.3100041607
844,3873631.168299017
845,4159213.9325075103
846,5759164.559333972
847,4659874.818625796
848,3438878.861443391
849,3889180.561577649
850,3341808.458252034
851,4536873.58303284
852,8897227.174242733
853,3307969.1190412906
854,3552364.759025587
855,5297821.925190626
856,6659916.803533882
857,3942556.3725841166
858,3319206.2280497495
859,4988133.9932262
860,3667107.343374896
861,5011747.138414665
862,2743624.0886660526
863,5673052.720130208
864,6382092.209601245
865,12748817.871506086
866,4922174.571322112
867,2630870.363524832
868,4405532.150695452
869,4321524.095025665
870,2350498.497078751
871,5993125.618710314
872,3825105.8960947627
873,5633333.241473723
874,5146318.30427141
875,2673677.7991599566
876,3366590.806097439
877,5017046.320267358
878,3727144.658475381
879,5381518.614434966
880,4726299.020338815
881,3561089.2297775736
882,8898081.415477207
883,7131417.1254038215
884,4661343.69066075
885,4954292.770812869
886,3419325.7648868323
887,4923248.998833046
888,2147016.924047175
889,4305908.2331710635
890,3078509.0573700587
891,5560505.302557818
892,6362089.099278876
893,3700460.454339723
894,5756574.362216237
895,4850093.553511974
896,3992299.0034594294
897,4467281.849537524
898,3626837.115684726
899,5579424.466227441
900,3215059.0065435125
901,5530682.929446352
902,4406538.463720815
903,5760831.479413114
904,2461851.089723866
905,5923485.135293093
906,7185092.041462579
907,4625683.41029624
908,4895225.91142868
909,5262708.395792159
910,4668942.664674008
911,4787434.171905104
912,4443316.670886731
913,4253109.1238412075
914,4730165.4067305755
915,4590480.068270731
916,2121071.3452878133
917,6590387.61496216
918,3583729.930994397
919,3834737.1480224156
920,4461773.233585143
921,3958539.194910628
922,4151709.546173022
923,5849046.6056833025
924,4665047.329638942
925,6025993.012034969
926,6114345.569178427
927,3790219.758567362
928,7169598.024165392
929,4777582.069138321
930,4517729.980498259
931,2780930.8408903633
932,4369391.73756427
933,5668342.307223231
934,3666687.9824409937
935,4081080.9099198906
936,2644263.672308104
937,4545940.379239342
938,3430243.713920154
939,6175034.387684992
940,6510454.834292602
941,3667574.179947407
942,4026151.731521636
943,4832270.998511164
944,9723290.800732987
945,2131329.139475329
946,5462639.145553672
947,3870567.4432210037
948,3799900.9515707763
949,4272372.390479944
950,5841653.555789729
951,3991052.945121981
952,3720416.227747644
953,4563871.724791444
954,4704379.745518511
955,4403442.971542277
956,6453134.865132961
957,11748398.012859363
958,4341291.977807876
959,4656338.808166957
960,5028727.212650778
961,4714511.341806667
962,4630007.666202355
963,4927936.658494746
964,8715918.293951955
965,3343085.65809966
966,4213702.134669845
967,4585903.510580631
968,5462750.69988655
969,4504073.703894336
970,3230044.157465877
971,3602291.0315634324
972,3493866.320547515
973,2896468.537098882
974,3377642.5279435045
975,3502267.394032496
976,2840208.970731452
977,4712594.18992362
978,3874745.2203103816
979,8958115.458747277
980,7374237.588401333
981,2505400.328260739
982,3777505.6643776246
983,7550583.891496281
984,12166686.678344017
985,4928531.911455498
986,3419617.5074722525
987,4816078.417132462
988,5876950.435121854
989,3857458.208711287
990,10555958.395182246
991,2154378.452966385
992,6996188.394548063
993,5786840.433217112
994,4393134.120890188
995,3110827.5701604784
996,3741637.424528238
997,4780333.1895089885
998,4373059.343638458
999,7209107.211154685
1000,5334859.071277569
1001,9759473.631154926
1002,5122048.486465853
1003,4754673.2411419945
1004,4434241.528471978
1005,4999361.110627575
1006,5414398.392017458
1007,5750342.784314588
1008,2626173.338286941
1009,3517573.1152610355
1010,3649470.892449008
1011,6642902.52354778
1012,4377648.774557212
1013,4438478.26906008
1014,4886959.034249016
1015,3904477.350660772
1016,5162789.453024746
1017,4467171.5963211
1018,3842306.852330031
1019,4830584.627861953
1020,4902955.98916501
1021,4443316.670886731
1022,5114942.794331628
1023,2697736.9781021425
1024,8023692.743859423
1025,3703821.149288372
1026,4383914.401340628
1027,5796647.179381658
1028,5075251.9071914125
1029,4265526.748869186
1030,5042574.1867868835
1031,4376302.15504017
1032,2655549.381877959
1033,5617247.31849487
1034,5608151.669732227
1035,3488859.5530843814
1036,5812513.253375218
1037,4690842.226742051
1038,4812079.238698606
1039,5172972.076729357
1040,3810921.648992833
1041,2234013.6617038166
1042,2017900.3200612047
1043,4546242.639476781
1044,5110306.851796659
1045,5125794.493211117
1046,4560442.117610762
1047,4727024.406672552
1048,3710233.0788837154
1049,3661210.737244307
1050,4359457.040785898
1051,3849367.46945559
1052,3570152.623256283
1053,5087544.441169376
1054,5845708.987539436
1055,2662099.959433085
1056,5809262.192420548
1057,4785728.077543176
1058,2953635.0596841844
1059,4416212.909244407
1060,5381702.71673421
1061,3955872.2397190533
1062,4878725.734316622
1063,5480678.805720958
1064,4855624.84211934
1065,4294065.282359307
1066,5051180.679393514
1067,6475474.673478896
1068,6187186.095519162
1069,4191783.2116965596
1070,4045808.7781124343
1071,4301575.161813806
1072,4887594.308895661
1073,4528729.444651319
1074,6167422.656209182
1075,3824036.7213883935
1076,3763431.5212211017
1077,4208308.383934414
1078,3363276.8496450335
1079,5071363.012314917
1080,3681198.975873016
1081,6473103.188168051
1082,3260406.501312772
1083,5094477.906979667
1084,4014555.664051831
1085,1996401.2973711465
1086,5774467.873983777
1087,6322395.48334207
1088,5067279.773362595
1089,3345992.5776319862
1090,4700879.29594385
1091,2987383.562259372
1092,4654370.200487315
1093,4947914.36228796
1094,5245614.14620651
1095,5489219.445215252
1096,2772774.236523195
1097,4255099.026024782
1098,3263278.197292789
1099,4038246.004856189
1100,4081435.705892509
1101,5366456.07718133
1102,5645110.511008902
1103,5048864.48883153
1104,4659290.581277567
1105,5708178.270886788
1106,3969310.68042328
1107,4968646.317728662
1108,5702984.56325735
1109,5629430.142514204
1110,4199739.029818354
1111,4009504.7157038054
1112,3262364.4074683217
1113,3244791.221750454
1114,4514592.396847466
1115,2531989.3384208423
1116,3396866.257608154
1117,5067507.871486019
1118,5600576.836981821
1119,3333430.090509878
1120,3975166.8357831896
1121,2532703.9713884443
1122,5367138.611409817
1123,9451124.29679487
1124,3723030.785318562
1125,5214533.298922184
1126,4406935.288635988
1127,2978530.5538508506
1128,4478543.452534186
1129,5002389.93049621
1130,4476744.046395704
1131,5445100.13355227
1132,4912152.024695599
1133,3030064.858760035
1134,5483118.622913255
1135,3265464.827279197
1136,6282397.85094107
1137,2506561.0847948776
1138,4335019.592392996
1139,5009729.1320730895
1140,8295369.079082236
1141,4949768.923158647
1142,4408238.786573159
1143,3535726.405946481
1144,3113152.33134514
1145,3971781.1656866795
1146,4489407.826384498
1147,6070596.4179454185
1148,4700010.269182471
1149,11913292.411866281
1150,4559318.790454194
1151,2273500.6642333777
1152,4115499.9503693525
1153,5496968.464766006
1154,4194666.872978932
1155,3388312.814844389
1156,3500386.2417618847
1157,4485757.509638972
1158,4903720.234465986
1159,4371213.72354567
1160,4459631.554482964
1161,4849451.522237859
1162,5254863.779463024
1163,3626666.362720048
1164,4950281.994366784
1165,5150673.263248903
1166,4497054.293270689
1167,4956886.52070682
1168,3272191.189951899
1169,5596515.404594842
1170,3719141.6631224304
1171,3467863.8085943684
1172,2321562.13442997
1173,6513592.214645633
1174,3312616.068548092
1175,4034694.631835207
1176,5106528.2038392965
1177,5355442.210262645
1178,4478840.128711765
1179,5783844.911620932
1180,5433453.622448293
1181,5986420.158387443
1182,6117305.7744834
1183,3182006.2637707335
1184,5462750.69988655
1185,3212962.9556102143
1186,4304387.11044884
1187,4864011.40067071
1188,10035765.410597514
1189,5702984.56325735
1190,4708834.845881266
1191,10144460.81017497
1192,4141096.7515038354
1193,4875542.087138367
1194,10306803.828041932
1195,3942163.0298719956
1196,3441634.1515289014
1197,3018912.774777466
1198,4614507.426485353
1199,5292216.042678293
1200,12467454.901990233
1201,4435978.431484459
1202,3241522.0950534833
1203,3707690.210164464
1204,3717326.82870428
1205,2370310.431064719
1206,6260610.8816236565
1207,3816374.61759351
1208,4666296.419581677
1209,4330463.687848557
1210,3822040.313812475
1211,9659195.78015873
1212,4877758.587417658
1213,4793696.460254156
1214,4948234.0992592275
1215,3549701.770648721
1216,4492548.519256542
1217,3572916.367205958
1218,2254220.29503715
1219,6254239.835262659
1220,4890865.9418440955
1221,5349349.276099001
1222,5008232.576231872
1223,6805803.657523571
1224,4774110.906028812
1225,5390996.098539821
1226,4259494.825582011
1227,10254917.055026056
1228,4764829.5747351395
1229,4133049.6640610932
1230,5425951.601197138
1231,5234403.914270326
1232,2778142.654875432
1233,5577206.871124777
1234,6453134.865132961
1235,3645401.938200026
1236,4065754.9611317036
1237,4922299.223216887
1238,4448153.298335529
1239,5392015.051779251
1240,4018495.2295306474
1241,3306065.381688098
1242,5037071.9200916765
1243,3631529.7224912276
1244,4837638.200345096
1245,2765079.835370313
1246,5287932.208274637
1247,5076833.098582776
1248,1893534.7185709847
1249,4636174.530221498
1250,4737566.913305682
1251,4263821.517004592
1252,4234104.330440115
1253,6947965.212979596
1254,4410469.549639362
1255,3367581.2367757396
1256,3448650.2406400964
1257,3814890.547979631
1258,5091235.8813977605
1259,3822656.8212551815
1260,5623645.976776662
1261,6049575.666839745
1262,4606178.770623056
1263,2919873.5624793307
1264,5983523.831897914
1265,5448582.214831423
1266,3709978.9153992995
1267,5103355.580683473
1268,5948116.293426785
1269,3842641.9987561693
1270,3323439.996517038
1271,4976647.97212842
1272,4822613.117322946
1273,4732434.381396724
1274,2922827.8305145926
1275,5531128.573633124
1276,3094509.259385426
1277,3233800.258655216
1278,4958597.756084378
1279,5212967.791169374
1280,4706432.664339089
1281,4584532.914008076
1282,6215811.6777513195
1283,2770930.6440695715
1284,4833050.885011067
1285,6228552.0021899855
1286,2083777.4371200283
1287,4552169.256047853
1288,3936799.0114674703
1289,2761023.9939302155
1290,3859308.786423018
1291,4015850.452741445
1292,9797719.781463353
1293,5660373.950656786
1294,4121225.8703178097
1295,5407462.774537515
1296,5485902.180163626
1297,5086355.584708556
1298,3454149.2631740696
1299,4144417.472176813
1300,4946592.003375623
1301,4852486.6615577545
1302,3779575.020808115
1303,4175859.6595128123
1304,10304361.452619046
1305,4840571.068494363
1306,5121731.780843016
1307,4529646.010221498
1308,8496960.707544578
1309,4322331.658151678
1310,4971643.64626597
1311,4577820.197086533
1312,3207188.8242360684
1313,6089479.022149246
1314,4208174.707422969
1315,5067725.06490549
1316,4552874.097453905
1317,4324949.376588149
1318,5017046.320267358
1319,5443923.697886016
1320,5652164.466922394
1321,4642146.492794746
1322,5449343.741567181
1323,3230044.157465877
1324,6141980.766312906
1325,3270682.674660507
1326,3089936.7408092124
1327,6742175.836697413
1328,4795549.348386823
1329,4525599.965487548
1330,4949477.432222872
1331,3222509.786960148
1332,4553005.868769213
1333,2435131.063443583
1334,4703592.033421843
