,Id,Prediction
88,88,4448042.358387446
89,89,3373134.837082975
90,90,5426379.477933673
91,91,4394649.301244589
92,92,3328828.673859586
93,93,4088029.1785714286
94,94,7705418.575595237
95,95,4102743.40296828
96,96,4438344.531685392
97,97,4803929.961848296
98,98,4736493.796165559
99,99,6425258.783928571
100,100,6964207.381092437
101,101,2502532.7549982816
102,102,5435438.666017731
103,103,4646327.791007726
104,104,4881273.684525401
105,105,2997492.6383002554
106,106,4919180.593143581
107,107,6553124.773949579
108,108,6091993.223828671
109,109,3889813.823656021
110,110,6125447.754229105
111,111,4658492.089285715
112,112,6696538.17312598
113,113,4416931.563355769
114,114,5595003.268468256
115,115,4156095.8365820055
116,116,3772362.418237566
117,117,6588007.864488208
118,118,3730522.106722169
119,119,5374679.655103365
120,120,5245040.323794062
121,121,5608303.91248454
122,122,5347538.139461582
123,123,5790675.24556277
124,124,3480550.299796365
125,125,4575879.94686584
126,126,5814476.614239926
127,127,4180027.905113258
128,128,6308751.988095239
129,129,4304119.670787546
130,130,4991414.91135204
131,131,4490763.174603174
132,132,6575999.729136475
133,133,5690688.594494048
134,134,5007690.413690476
135,135,4588614.678061225
136,136,5756280.466943027
137,137,5253470.514475109
138,138,5266401.25
139,139,5271920.930040018
140,140,7047494.010890151
141,141,5049516.986595961
142,142,5814286.7988365805
143,143,6026176.0
144,144,6056475.324404761
145,145,4827638.75
146,146,5235964.826319068
147,147,4327425.094685374
148,148,6132939.940630798
149,149,4990935.995436509
150,150,6624113.459585473
151,151,5455359.345238096
152,152,9234842.892857144
153,153,6640082.100175866
154,154,5560336.75
155,155,7151335.513533756
156,156,6524286.130492425
157,157,6181614.681845238
158,158,4545720.285714285
159,159,5355778.328645907
160,160,3868325.5074750828
161,161,6138636.328903654
162,162,6100168.714285715
163,163,9787995.74329004
164,164,7064015.650297619
165,165,5145994.357142857
166,166,5317635.070481603
167,167,4154813.2437388194
168,168,6249855.0625
169,169,6127077.343406593
170,170,4865899.716199326
171,171,4391407.221011546
172,172,4373281.91461794
173,173,8114952.178571428
174,174,7240235.785714285
175,175,4289917.236263736
176,176,8627756.403747294
177,177,5702751.625496031
178,178,7683412.424107143
179,179,4656036.95455827
180,180,5681551.118181818
181,181,4925212.828471528
182,182,6772029.894919038
183,183,5688346.120428598
184,184,4928917.597256829
185,185,4626404.216490286
186,186,5386793.778571429
187,187,5322291.547619047
188,188,6226815.9349488
189,189,6541661.780186894
190,190,6339047.600268451
191,191,4996667.85084707
192,192,6490133.461817616
193,193,7937940.25
194,194,5569852.978571429
195,195,10495677.642857144
196,196,5875862.197951273
197,197,3781409.7242063493
198,198,4074016.9188439846
199,199,5767871.891666667
200,200,5766344.066517858
201,201,4974157.280944471
202,202,6518997.93617659
203,203,6753597.035714285
204,204,6817709.97117347
205,205,7886755.785714285
206,206,6270086.321428572
207,207,6403216.474702381
208,208,5124321.6202380955
209,209,4808686.790901361
210,210,5758494.18095238
211,211,6891938.025297619
212,212,5207845.519005102
213,213,4384541.852608751
214,214,8652692.892857144
215,215,3172296.3406593404
216,216,6167611.669140384
217,217,6434677.5
218,218,6780370.367288961
219,219,5549766.308024533
220,220,7037738.260890151
221,221,6826549.723214285
222,222,6139388.832467533
223,223,6844254.778571429
224,224,5539855.748214287
225,225,6311385.392857143
226,226,4548920.876147958
227,227,6620921.562973484
228,228,3967228.1296574767
229,229,5136622.943406594
230,230,6179801.661442871
231,231,7106818.107142857
232,232,6212730.426739926
233,233,6256831.756250001
234,234,4533516.926819628
235,235,6495063.034467764
236,236,6898317.425324676
237,237,4384310.061535191
238,238,6050582.344209777
239,239,4980519.522321428
240,240,6725315.068181818
241,241,6891432.15962799
242,242,4605168.977761375
243,243,4969914.867216117
244,244,4860665.187400794
245,245,6261681.457376701
246,246,5787914.928869047
247,247,6201860.890122526
248,248,6819711.582753971
249,249,6589385.541964286
250,250,5783157.988392858
251,251,5727889.088052721
252,252,7096156.9836655585
253,253,5153313.935263349
254,254,7994782.762527056
255,255,5478234.844897958
256,256,5799715.098214285
257,257,7120138.678903654
258,258,4913565.823358586
259,259,7008301.760180711
260,260,5015045.730496222
261,261,7021787.488095239
262,262,5187515.026422801
263,263,4925835.425975661
264,264,3172416.4478021977
265,265,4982533.105257243
266,266,6412266.142857143
267,267,7542531.153747295
268,268,5362502.158818184
269,269,4965623.666612553
270,270,5407223.067636647
271,271,4364312.035714285
272,272,5674982.054761904
273,273,6014695.525049604
274,274,4829786.62602667
275,275,8314537.202380953
276,276,6814788.412337663
277,277,5238522.379890496
278,278,6223045.266098484
279,279,6782179.671875
280,280,5751567.488843101
281,281,5589853.194209777
282,282,5699735.078903654
283,283,5675529.528262628
284,284,4842768.665050841
285,285,6050132.584821428
286,286,4705640.767188287
287,287,6216113.543650793
288,288,6229948.1690051025
289,289,4832842.568154069
290,290,5133819.693824479
291,291,5333701.85841234
292,292,4045123.1187388194
293,293,6532453.345238096
294,294,6182613.620535715
295,295,6760158.392857143
296,296,10183156.0
297,297,7490185.472870879
298,298,9697205.392857144
299,299,6580255.799580627
300,300,4958710.977335164
301,301,5755882.552083333
302,302,8585195.152678572
303,303,7073506.132913961
304,304,5720008.50422833
305,305,5974153.108333333
306,306,5141581.8580509275
307,307,6929241.870535715
308,308,2897501.6263736263
309,309,4795226.876762939
310,310,6036410.887497887
311,311,5802483.880399659
312,312,5788012.797207226
313,313,6693425.642963435
314,314,4484161.850881676
315,315,3903281.1875
316,316,4033755.3571428573
317,317,6566881.598248892
318,318,7242342.269379845
319,319,4829113.1690051025
320,320,5184423.716658756
321,321,5497003.4003322255
322,322,6228186.343925865
323,323,6390221.788690477
324,324,4700796.279310273
325,325,4795643.436046511
326,326,8018542.764610389
327,327,4648011.695713928
328,328,5199742.355986988
329,329,7090182.071428572
330,330,6384006.307692307
331,331,8559930.392857144
332,332,7016341.926522702
333,333,9125511.217261905
334,334,6884691.252976191
335,335,6070491.629004744
336,336,5582396.402721087
337,337,6641921.407467532
338,338,4236153.6888242895
339,339,4152575.994736842
340,340,5863816.02991453
341,341,5118307.336289041
342,342,6779731.507142857
343,343,5752450.5625
344,344,7060021.357142857
345,345,5014482.063183264
346,346,4643341.891205242
347,347,6392822.838087328
348,348,4748224.714285715
349,349,6500601.103152056
350,350,5204994.855431623
351,351,6592717.5
352,352,7894870.479193723
353,353,4519995.946085164
354,354,4494914.6803377485
355,355,5240639.609022557
356,356,5643901.158928572
357,357,4923514.893027031
358,358,6593687.908665559
359,359,7814164.2672889605
360,360,5710439.987012987
361,361,6553909.200549451
362,362,6428640.137577124
363,363,6715673.685374149
364,364,9536455.07142857
365,365,5237125.406390899
366,366,5733000.1122448975
367,367,6482370.90625
368,368,6364082.227678572
369,369,5877547.802380952
370,370,6510348.840808416
371,371,6154935.744472609
372,372,7034580.714285715
373,373,9429200.785714285
374,374,5721851.620676613
375,375,5411595.423101948
376,376,5824959.969387755
377,377,5723527.257475083
378,378,6917130.690476189
379,379,5704278.994419717
380,380,7198087.252373042
381,381,5245513.370535715
382,382,4207620.315167391
383,383,5584140.504166667
384,384,5363540.220344388
385,385,6113761.975175866
386,386,4804936.465909505
387,387,6067285.110070554
388,388,5399775.656447719
389,389,6000116.0
390,390,6504490.46334707
391,391,5048495.566326531
392,392,4273402.645069067
393,393,7393173.535714285
394,394,5718864.531988844
395,395,4104798.1807833533
396,396,7961507.58633658
397,397,5632791.408882784
398,398,7823027.321428572
399,399,7037432.833169063
400,400,5265792.009863945
401,401,5303481.169642857
402,402,4312155.913319238
403,403,9249568.978896104
404,404,4578726.591285055
405,405,5078026.335019148
406,406,5593198.149234514
407,407,5391662.986263735
408,408,3428978.337939342
409,409,4642529.641490286
410,410,6051363.714285715
411,411,4438081.874656593
412,412,5740434.809523811
413,413,8391059.675595239
414,414,5511394.408882784
415,415,5315478.779158756
416,416,7534087.889285714
417,417,5008339.486595961
418,418,6358210.387367065
419,419,5089295.440064369
420,420,4608747.563554322
421,421,5712507.559602817
422,422,7736764.607142857
423,423,4349547.329166667
424,424,4741050.533129699
425,425,4974435.688183264
426,426,5032600.569667751
427,427,4786714.019993895
428,428,5397913.042811356
429,429,4716082.033730159
430,430,6512679.303869047
431,431,6339606.838126575
432,432,3893657.406973829
433,433,5248722.037308673
434,434,4298345.957871908
435,435,5292343.762189249
436,436,4256327.85455827
437,437,4041080.176587302
438,438,5410415.868303572
439,439,6685706.25
440,440,5491692.341058297
441,441,4726092.722023809
442,442,6971085.714285715
443,443,8439409.69642857
444,444,4920347.66765873
445,445,6835352.6567994505
446,446,8823823.70357143
447,447,5571665.985545258
448,448,6964591.283665559
449,449,9419819.035714285
450,450,6796339.874134199
451,451,6217532.933673469
452,452,3922799.888427464
453,453,5370196.842252193
454,454,5493351.957589285
455,455,6860241.709821428
456,456,4750175.868303572
457,457,6679606.160741342
458,458,6233632.085565477
459,459,4198244.777110588
460,460,6193351.930059524
461,461,4830083.013590576
462,462,8165480.546875
463,463,3873345.9071428576
464,464,6579909.336722455
465,465,6813291.757475083
466,466,5813982.885146104
467,467,5983689.088942307
468,468,4658467.710119048
469,469,6348289.316658757
470,470,6397179.796158008
471,471,6204425.11759413
472,472,6166807.69672619
473,473,6716329.294063495
474,474,6879271.107142857
475,475,6797618.872321429
476,476,6290196.951828231
477,477,5516895.797619048
478,478,6752499.7522591995
479,479,8632382.525
480,480,4946665.529158756
481,481,9990250.203679655
482,482,4481313.273640497
483,483,5576596.467702356
484,484,7317551.649107143
485,485,5429865.440064369
486,486,5035192.944444445
487,487,7084944.976190476
488,488,5655005.251522702
489,489,5112924.039424793
490,490,6740397.438858433
491,491,4332013.964512472
492,492,5475340.5014749635
493,493,5483937.893874794
494,494,6244302.1502821585
495,495,6401406.403571429
496,496,6964401.580598717
497,497,5815253.571428572
498,498,4965983.660010823
499,499,6651546.462751831
500,500,5307060.062534607
501,501,3802542.714666137
502,502,4507820.214181286
503,503,6393098.393939395
504,504,5309730.488392858
505,505,4546538.28808622
506,506,4817595.180944471
507,507,5487494.435411446
508,508,4321853.527211925
509,509,6274411.471462714
510,510,5460153.7128322255
511,511,5297865.563942307
512,512,3770599.087939342
513,513,9181754.285714285
514,514,6019414.027827381
515,515,3598749.6807487463
516,516,4466431.142857143
517,517,6681134.303831505
518,518,4834156.645867939
519,519,5634630.079153535
520,520,5417590.030612245
521,521,7149267.678571428
522,522,7643816.121978021
523,523,5778580.760019148
524,524,6011862.324404762
525,525,7558369.126442307
526,526,5474618.321428572
527,527,5447269.542811356
528,528,7094561.135890151
529,529,5318056.558621241
530,530,6278430.880399659
531,531,5329741.257475083
532,532,6890277.038873893
533,533,4554250.733908088
534,534,6475851.57101675
535,535,6651349.335119047
536,536,4985745.719672242
537,537,5776986.0
538,538,6206986.733078231
539,539,6335624.1824404765
540,540,6606113.543189368
541,541,5048000.566326531
542,542,4501792.961701128
543,543,5585840.321428572
544,544,5341489.525495337
545,545,5557633.892742673
546,546,4140894.263475661
547,547,5936347.309523811
548,548,4748585.746184371
549,549,5950737.101992915
550,550,6022604.409555146
551,551,4812407.700198413
552,552,6236406.7013526345
553,553,5699350.089015151
554,554,5216232.055581144
555,555,5345505.61037415
556,556,4480980.562824873
557,557,6776825.252813854
558,558,6258105.576530612
559,559,5023956.117063493
560,560,6638559.518189369
561,561,7013121.3968535615
562,562,4582696.988392857
563,563,5189890.032366858
564,564,5436787.673801614
565,565,5495556.47055486
566,566,4298391.3259201115
567,567,6811124.8586655585
568,568,6014603.700031335
569,569,5177411.013533756
570,570,6720067.720029971
571,571,5558799.726190476
572,572,5709327.725446428
573,573,5932614.341964285
574,574,6177864.37384086
575,575,3966068.5628248737
576,576,11452277.679870129
577,577,5296946.024107143
578,578,5849122.863201531
579,579,4865514.828560248
580,580,5527264.566964285
581,581,6516788.241461812
582,582,5154760.092296511
583,583,6010257.517679164
584,584,6470154.256802721
585,585,7381200.5
586,586,6460146.107475082
587,587,6515192.289461581
588,588,9961250.421428572
589,589,5812731.857921511
590,590,5841063.956951531
591,591,4583631.765789023
592,592,6021850.629017858
593,593,4772452.238392857
594,594,6475364.895448567
595,595,6243045.081292517
596,596,4313790.673357892
597,597,3949703.2164976387
598,598,4804082.49310065
599,599,6724260.3702380955
600,600,9189504.621753247
601,601,5690834.643733598
602,602,7291563.214285715
603,603,4912214.154017857
604,604,4559347.593738819
605,605,3975937.759072178
606,606,4776614.354899533
607,607,6292104.938435374
608,608,5036098.96461794
609,609,7561430.192849232
610,610,6964885.950297619
611,611,3378416.0714285714
612,612,7063866.453896104
613,613,6206654.852678572
614,614,6114116.518040559
615,615,5039956.714285715
616,616,8763594.271611987
617,617,6673291.246306817
618,618,7103516.109036797
619,619,4738722.004616911
620,620,6724169.42977778
621,621,11728924.37797619
622,622,5804913.439484127
623,623,5491651.726270177
624,624,4019841.0
625,625,6498622.99259413
626,626,6747748.292513736
627,627,5095481.301772582
628,628,4155351.4538690476
629,629,4978593.9190051025
630,630,9396235.800324675
631,631,6624229.285714285
632,632,6812325.407799758
633,633,7251265.550508091
634,634,5000116.261160715
635,635,4127784.718538455
636,636,6706262.503231293
637,637,4601227.780285191
638,638,4709804.68792621
639,639,6310026.178571428
640,640,5589540.852078113
641,641,6572402.971861472
642,642,4150267.2879262106
643,643,5093804.370069069
644,644,7344372.575622295
645,645,4367011.707722833
646,646,6483667.09046828
647,647,6807050.878602765
648,648,4941394.857142857
649,649,5062085.125778654
650,650,4001665.878373016
651,651,6900287.334856035
652,652,9446383.13961039
653,653,6482282.8755494505
654,654,4933578.7518796995
655,655,6408303.988981654
656,656,6431481.654017857
657,657,4340563.153254304
658,658,6376014.678571428
659,659,5007348.152678572
660,660,8492104.56547619
661,661,8518301.721753245
662,662,6574600.177705628
663,663,6255509.385714286
664,664,4537004.399367417
665,665,4471898.193081143
666,666,6230901.20734127
667,667,4606087.198297089
668,668,7098924.944669914
669,669,6479786.811046511
670,670,9177470.975324675
671,671,6755964.913087328
672,672,5010097.500332226
673,673,4970756.60529185
674,674,7638414.279761905
675,675,5510392.166964286
676,676,5613540.430165817
677,677,5433959.862042391
678,678,6397369.092288961
679,679,7018985.193452381
680,680,3883142.831178048
681,681,5594957.780186894
682,682,4498248.466422467
683,683,5072275.1646656105
684,684,4568933.3377976185
685,685,5960443.766304448
686,686,4008474.1328320797
687,687,4170658.093777254
688,688,5006153.26789175
689,689,4363804.471760797
690,690,5621287.513682566
691,691,4440588.345779636
692,692,4758839.649553572
693,693,4219663.040172656
694,694,4207999.078951851
695,695,4364064.535714285
696,696,6491991.4375
697,697,6382342.535714285
698,698,6252292.714285715
699,699,5124030.702678571
700,700,6232861.818960473
701,701,8428952.75297619
702,702,6873708.330612244
703,703,6330443.738095238
704,704,5746417.011817615
705,705,8091357.607142857
706,706,6437661.859515899
707,707,6596106.553555967
708,708,5826155.797773655
709,709,4900365.282324453
710,710,5999366.776785715
711,711,8067939.857142857
712,712,7040661.635416666
713,713,4752549.807131262
714,714,4844979.591586805
715,715,6197446.392857143
716,716,4527175.738492063
717,717,5146762.87930048
718,718,6969009.305944471
719,719,7111642.030003479
720,720,7010572.700656901
721,721,9797996.892857144
722,722,5262229.281145573
723,723,5070679.857475082
724,724,6907854.207318723
725,725,6102756.459005696
726,726,4880926.808024533
727,727,5736882.094209777
728,728,5946275.777040816
729,729,5316901.863533757
730,730,5040611.623139973
731,731,7194545.0253322255
732,732,4431747.6193798445
733,733,9376500.087743508
734,734,5885838.607142857
735,735,4901297.488486842
736,736,4446856.059821429
737,737,6150500.220787546
738,738,5394250.792410715
739,739,4356314.472718255
740,740,5041072.3761446895
741,741,5751812.268406593
742,742,5855129.464285715
743,743,5608370.882123352
744,744,9082162.050324675
745,745,6735196.056204213
746,746,4127960.36704709
747,747,5676230.008828671
748,748,5472527.158083385
749,749,7033229.571306818
750,750,8392704.667857144
751,751,5260558.348214285
752,752,5565673.958155355
753,753,3176487.519230769
754,754,4326743.556774377
755,755,6312050.513049451
756,756,5060134.676711402
757,757,5901851.619323799
758,758,4911042.107475082
759,759,6824523.893133323
760,760,5703362.436046511
761,761,6775554.44260204
762,762,5377585.888392857
763,763,5161102.380208334
764,764,6868219.570819805
765,765,8345725.107278138
766,766,5264276.064360194
767,767,4837863.428903654
768,768,5950514.466666668
769,769,4948799.792845963
770,770,4855177.374229361
771,771,5393651.503968254
772,772,6107895.149107143
773,773,4657766.289161781
774,774,4744317.377807164
775,775,6163282.773517703
776,776,4870541.43808622
777,777,4969329.737225393
778,778,4877296.893044375
779,779,4849913.937374351
780,780,4586712.932589286
781,781,5242742.525419837
782,782,6043888.745535715
783,783,5043913.27614796
784,784,8810677.17857143
785,785,5373809.721760796
786,786,7736539.728228022
787,787,6434040.159510282
788,788,7577506.347199676
789,789,6122016.867476423
790,790,4515939.373653628
791,791,8212772.096428572
792,792,4553555.705442177
793,793,4457317.188492063
794,794,4836987.2051382465
795,795,6468374.696940707
796,796,3795149.8357142857
797,797,5097162.785714285
798,798,5806165.611904762
799,799,6841326.56970452
800,800,6051734.15625
801,801,9177634.466666667
802,802,5477783.237182875
803,803,5857503.084135773
804,804,8878382.535714285
805,805,4807297.857015126
806,806,8757956.208333334
807,807,6089452.832318723
808,808,5705002.142857143
809,809,4558245.071428572
810,810,6677206.1996598635
811,811,6133445.904017857
812,812,5223838.2753322255
813,813,5888207.632142857
814,814,3744017.178869047
815,815,6353864.388392857
816,816,6004035.149992089
817,817,4351475.786994256
818,818,4868888.04659073
819,819,4868613.890613819
820,820,6256168.454164554
821,821,6326003.920663086
822,822,5412744.7916208785
823,823,6684508.430803572
824,824,5651249.066254845
825,825,5801011.2452380955
826,826,6976069.721726191
827,827,3545530.686277859
828,828,7193331.993033009
829,829,4937336.323402986
830,830,6410658.051141982
831,831,6399458.375
832,832,6580478.23972694
833,833,6908281.415213178
834,834,5336736.099358974
835,835,7306575.910267858
836,836,3356696.2619047617
837,837,6728113.464285715
838,838,6011895.701828231
839,839,3659404.9047619044
840,840,5685839.5963129625
841,841,6035126.436011904
842,842,5591480.598160175
843,843,5183856.773214286
844,844,4622104.659810248
845,845,5263265.2600732595
846,846,6323040.816658757
847,847,5659925.356176382
848,848,4005680.0075821993
849,849,3973753.020524534
850,850,4124192.9590721778
851,851,6549997.198695322
852,852,11048708.454613095
853,853,5208535.069975083
854,854,4883754.502373042
855,855,6486529.474736988
856,856,6736528.935714285
857,857,4953024.383928572
858,858,4321541.905612244
859,859,6496358.274553572
860,860,4754922.952098547
861,861,6734445.116347609
862,862,6081673.21461794
863,863,6766852.136160715
864,864,6806071.726190476
865,865,8793638.834183674
866,866,5423328.078571429
867,867,3782927.03125
868,868,5407127.4243048625
869,869,5124485.085839081
870,870,4508034.178571428
871,871,6375677.430059524
872,872,5323996.546244281
873,873,6896985.977678572
874,874,5514718.198428803
875,875,4475435.666964286
876,876,5299568.769005102
877,877,6116425.971753247
878,878,4332599.881668858
879,879,5167590.205357143
880,880,4553239.47414966
881,881,4418286.270609567
882,882,8910346.107142856
883,883,6250228.0
884,884,6566013.6582004
885,885,6108116.84207251
886,886,4926938.965773809
887,887,6965478.941254845
888,888,5437586.661862245
889,889,5544903.45540861
890,890,4939374.183290816
891,891,5879727.326190476
892,892,7587465.543154762
893,893,4471049.890360055
894,894,6701777.98009413
895,895,5764495.372802464
896,896,5521682.239617939
897,897,6296075.382913961
898,898,5148556.962898708
899,899,6660295.206574676
900,900,4940230.988278389
901,901,6764262.059523809
902,902,5232643.520833334
903,903,6446575.250297619
904,904,4839555.16516739
905,905,6623406.946250593
906,906,9148303.402678572
907,907,6443425.082616342
908,908,6369364.488823825
909,909,6349435.9110119045
910,910,6245030.485531977
911,911,5640203.4067994505
912,912,6818480.549168806
913,913,4643472.610857892
914,914,6507832.718514045
915,915,4994489.803903654
916,916,2857036.464285714
917,917,6649486.579342532
918,918,4976731.823801613
919,919,5000858.05996573
920,920,6518870.188199419
921,921,4255413.32330827
922,922,5382069.82449495
923,923,6109300.566326531
924,924,5951284.359515899
925,925,7426087.665922619
926,926,5847992.463087328
927,927,5416837.180944471
928,928,7172284.303571428
929,929,5957476.90625
930,930,6245061.812561663
931,931,4894105.308024533
932,932,4835054.2993048625
933,933,7302753.80370671
934,934,5084091.279696612
935,935,4809477.583565659
936,936,4654088.054350083
937,937,6615053.818181818
938,938,4876648.721760796
939,939,7009040.996009199
940,940,6529156.001522702
941,941,4884139.537751832
942,942,4689690.283882784
943,943,6325384.682102273
944,944,7969149.9002976185
945,945,4379597.082589285
946,946,7123370.044778139
947,947,4808201.968253968
948,948,5428426.8162150355
949,949,5881762.980952381
950,950,6426267.18095238
951,951,5078121.498098677
952,952,4833863.910370879
953,953,5866811.923397702
954,954,5242109.592594131
955,955,4837156.09323704
956,956,6934988.750656901
957,957,8923736.965584416
958,958,5673666.30570818
959,959,6866611.8613711875
960,960,5404852.4375
961,961,6836422.224134198
962,962,6153186.237032314
963,963,7791260.500892857
964,964,7107603.071428572
965,965,4863914.399553572
966,966,5788225.993055557
967,967,5938718.840773809
968,968,6282874.785714285
969,969,5545183.799107143
970,970,4553657.460898527
971,971,4361198.919940476
972,972,4010608.059354782
973,973,4364399.670967146
974,974,4743044.576086048
975,975,4243052.821556469
976,976,3800271.6313328035
977,977,6235979.001118326
978,978,5132491.786221219
979,979,10316750.57142857
980,980,6294548.071428572
981,981,3570192.5714285714
982,982,4948656.020462096
983,983,6763081.700549451
984,984,11185313.800549451
985,985,6348063.449404761
986,986,4029602.524288626
987,987,5391025.775809756
988,988,7355770.820684523
989,989,4942022.910691509
990,990,9093948.714285715
991,991,3321231.583333333
992,992,8406641.90679945
993,993,6758034.535714285
994,994,7900418.5942994505
995,995,4089026.662250578
996,996,5627184.274107143
997,997,6095570.74328811
998,998,4399540.178571428
999,999,7152561.75
1000,1000,6334745.919642857
1001,1001,8145339.040816327
1002,1002,5981726.700847069
1003,1003,5464418.072951273
1004,1004,5803784.715760678
1005,1005,6876052.869379845
1006,1006,6442078.878896104
1007,1007,6441751.891133091
1008,1008,4903048.928903654
1009,1009,4377824.861652237
1010,1010,4359415.850728469
1011,1011,8388796.56547619
1012,1012,5668384.119047619
1013,1013,5199884.748492399
1014,1014,6892153.241651205
1015,1015,4694660.537669889
1016,1016,7313693.741347609
1017,1017,5294709.416099774
1018,1018,5196204.685703105
1019,1019,5876424.686046511
1020,1020,5986409.057765151
1021,1021,6524381.322943724
1022,1022,6599398.681972789
1023,1023,4727277.811862244
1024,1024,7552258.128010796
1025,1025,5355185.501190476
1026,1026,5168778.436507936
1027,1027,6743282.636726784
1028,1028,6407992.178217764
1029,1029,5734165.826934524
1030,1030,6688719.118438853
1031,1031,6168422.467261905
1032,1032,4140146.314129818
1033,1033,9403506.779761905
1034,1034,6628547.634707226
1035,1035,4345709.015736464
1036,1036,5540454.918189368
1037,1037,6968039.339049758
1038,1038,5583624.328398603
1039,1039,6119113.539880953
1040,1040,4430605.553571429
1041,1041,5089295.440064369
1042,1042,3226066.1071428573
1043,1043,5844094.338719862
1044,1044,6414819.692354669
1045,1045,6579364.66446913
1046,1046,5295191.495030664
1047,1047,7055718.467503479
1048,1048,5160550.50192932
1049,1049,5485527.319453284
1050,1050,4851002.521363972
1051,1051,4305592.140822006
1052,1052,4813119.060813493
1053,1053,5481575.867006802
1054,1054,7545957.828896103
1055,1055,3745523.843777254
1056,1056,6160916.832318723
1057,1057,6220172.37185954
1058,1058,5085007.321760797
1059,1059,6310993.858771852
1060,1060,6441947.966517857
1061,1061,5223475.607673496
1062,1062,5999678.529445554
1063,1063,6819462.197951273
1064,1064,6746798.83210034
1065,1065,5058764.721760796
1066,1066,7084255.101488096
1067,1067,6421196.957134947
1068,1068,7247222.43009413
1069,1069,5018064.854558271
1070,1070,4893092.010010823
1071,1071,4806816.543580973
1072,1072,6424801.1346241245
1073,1073,5886492.2683877805
1074,1074,6920381.876522702
1075,1075,4033992.109810248
1076,1076,5664092.752976191
1077,1077,6562951.586783009
1078,1078,4323777.53603916
1079,1079,4924030.164239927
1080,1080,5966277.209183673
1081,1081,7679847.368067616
1082,1082,4413221.641253439
1083,1083,6420306.514272186
1084,1084,4966976.470779221
1085,1085,3317449.619047619
1086,1086,6080795.071853561
1087,1087,5837094.647619047
1088,1088,6928424.707589285
1089,1089,4628200.880651492
1090,1090,6591391.7127145175
1091,1091,4919252.71461794
1092,1092,5142911.655729242
1093,1093,6550759.049126289
1094,1094,9754333.0
1095,1095,5679637.314285715
1096,1096,4271587.571428572
1097,1097,5295187.12584707
1098,1098,4635288.416964286
1099,1099,5402186.055641631
1100,1100,5516473.5
1101,1101,8094761.100446428
1102,1102,6045055.600000001
1103,1103,5403062.911881572
1104,1104,6071144.710294913
1105,1105,8113365.979193723
1106,1106,5835933.852040817
1107,1107,6775974.450183416
1108,1108,6712702.741071428
1109,1109,6657444.881802721
1110,1110,7019485.991651205
1111,1111,5383169.37944478
1112,1112,4431350.304475701
1113,1113,5262666.183470963
1114,1114,6546537.70126005
1115,1115,4559805.046875
1116,1116,5180483.209821428
1117,1117,5899390.908606226
1118,1118,6522599.835714286
1119,1119,4222865.2947864635
1120,1120,7869894.749656593
1121,1121,4458238.785714285
1122,1122,6177089.402529762
1123,1123,7004969.345238096
1124,1124,4090220.7210115464
1125,1125,5644301.580011786
1126,1126,5568052.153857866
1127,1127,5104372.059821429
1128,1128,5979042.298397702
1129,1129,6385023.092261904
1130,1130,6034076.768189369
1131,1131,6473215.029914529
1132,1132,5274616.645833334
1133,1133,3976414.6265227017
1134,1134,6339724.882936507
1135,1135,3952406.8386752135
1136,1136,6489168.6690397095
